anomaly_index,action_type,target,reason,severity,severity_value,params
2307,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.327000+0000', tz='UTC'), 'anomaly_score': -18.919182124486056}"
2307,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2307,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2307,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2308,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.327000+0000', tz='UTC'), 'anomaly_score': -17.56550073620413}"
2308,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2308,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2308,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2328,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.375000+0000', tz='UTC'), 'anomaly_score': -13.411769926792088}"
2328,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2328,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2328,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2338,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.399000+0000', tz='UTC'), 'anomaly_score': -13.222497035684404}"
2338,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2338,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2338,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2345,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.424000+0000', tz='UTC'), 'anomaly_score': -13.710620002770364}"
2345,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2345,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2345,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2346,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.424000+0000', tz='UTC'), 'anomaly_score': -12.745245925190927}"
2346,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2346,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2346,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
2355,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:22.446000+0000', tz='UTC'), 'anomaly_score': -12.603543965747477}"
2355,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
2355,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
2355,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
3378,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:26.063000+0000', tz='UTC'), 'anomaly_score': -42.9870335682302}"
3378,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
3378,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
3378,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
3414,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:26.148000+0000', tz='UTC'), 'anomaly_score': -39.577740453112796}"
3414,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
3414,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
3414,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
3415,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:26.151000+0000', tz='UTC'), 'anomaly_score': -39.57769860983924}"
3415,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack with wrong ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.6}"
3415,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack with wrong ack'}"
3415,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack with wrong ack', 'agent': 'pfsense.home.arpa'}"
3664,log,system,Anomaly detected: agent event queue is 90% full.,MEDIUM,2,"{'event_desc': 'agent event queue is 90% full.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:26.821000+0000', tz='UTC'), 'anomaly_score': -34.26999766533319}"
3664,alert,security_team,BENIGN detected: agent event queue is 90% full.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'agent event queue is 90% full.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.72}"
3678,log,system,Anomaly detected: agent event queue is full. events may be lost.,MEDIUM,2,"{'event_desc': 'agent event queue is full. events may be lost.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:26.867000+0000', tz='UTC'), 'anomaly_score': -42.58192224234714}"
3678,alert,security_team,BENIGN detected: agent event queue is full. events may be lost.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'agent event queue is full. events may be lost.', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.48}"
4530,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:28.812000+0000', tz='UTC'), 'anomaly_score': -5.172159203227083}"
4530,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
4530,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
4530,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
4532,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:28.816000+0000', tz='UTC'), 'anomaly_score': -5.170761284408524}"
4532,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
4532,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
4532,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
4708,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:29.208000+0000', tz='UTC'), 'anomaly_score': -5.997567055715592}"
4708,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.61}"
4708,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
4708,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
5246,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:30.404000+0000', tz='UTC'), 'anomaly_score': -99.21918298441626}"
5246,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
5246,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
5246,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
5248,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:30.409000+0000', tz='UTC'), 'anomaly_score': -102.43146910032038}"
5248,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
5248,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
5248,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
5250,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:30.413000+0000', tz='UTC'), 'anomaly_score': -102.4308568094922}"
5250,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
5250,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
5250,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
5252,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:30.418000+0000', tz='UTC'), 'anomaly_score': -102.43067751507722}"
5252,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
5252,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
5252,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
5254,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:30.423000+0000', tz='UTC'), 'anomaly_score': -102.43100591032572}"
5254,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake synack resend with different ack,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '192.168.180.131', 'confidence': 0.58}"
5254,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake synack resend with different ack'}"
5254,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake synack resend with different ack', 'agent': 'pfsense.home.arpa'}"
5554,log,system,Anomaly detected: agent event queue is back to normal load.,LOW,1,"{'event_desc': 'agent event queue is back to normal load.', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.092000+0000', tz='UTC'), 'anomaly_score': -15.266682012071206}"
5696,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.408000+0000', tz='UTC'), 'anomaly_score': -5.043613427873304}"
5696,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
5696,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
5696,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
5698,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.412000+0000', tz='UTC'), 'anomaly_score': -5.0434296669219885}"
5698,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
5698,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
5698,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
5700,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.415000+0000', tz='UTC'), 'anomaly_score': -5.043209025609613}"
5700,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
5700,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
5700,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
5705,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.426000+0000', tz='UTC'), 'anomaly_score': -5.043967562257589}"
5705,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
5705,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
5705,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
5708,log,system,Anomaly detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-11-16 09:09:31.434000+0000', tz='UTC'), 'anomaly_score': -5.0442680159725315}"
5708,alert,security_team,MALWARE detected: suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.131', 'dst_ip': '192.168.180.129', 'confidence': 0.6}"
5708,block_ip,192.168.180.131,Block IP 192.168.180.131 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.131', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv'}"
5708,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream 3way handshake syn resend different seq on syn recv', 'agent': 'pfsense.home.arpa'}"
